% Model:              Untitled.mph
% Version:            COMSOL 5.5.0.359
% Date:               Oct 10 2022, 17:29
% Dimension:          3
% Nodes:              665
% Expressions:        1
% Description:        Electric potential
% Length unit:        nm
% x                       y                        z                        V (V)
1.2                       -0.3                     0.9                      -6.67812077741028E-10-3.1489896610734825E-10i
1.5                       -0.3                     0.6                      -1.244417053891506E-10-1.4140304139071715E-10i
0.9                       -0.3                     1.2                      -1.3508870604394126E-9-5.429661691938416E-10i
0.6                       -0.3                     1.5                      -6.200042874624895E-10-4.498797038445002E-10i
1.2                       -0.3                     -0.9                     6.291039890466067E-10+3.2870690424300883E-10i
1.5                       -0.3                     -0.6                     9.797472423095503E-11+1.5537075633122816E-10i
0.9                       -0.3                     -1.2                     1.3269013010440246E-9+5.607993869535825E-10i
0.6                       -0.3                     -1.5                     5.597232102792347E-10+4.568565754845283E-10i
0.3                       -1.2                     0.9                      1.1541012641234017E-10-1.0970447233738671E-10i
0.3                       -1.5                     0.6                      1.5952252467814778E-10-5.216612319835477E-11i
0.3                       -0.9                     1.2                      3.7147564692277696E-11-1.900714316103867E-10i
0.3                       -0.6                     1.5                      1.769758156969916E-13-2.7898419545196727E-10i
0.3                       -1.2                     -0.9                     -1.32735845031445E-10+1.2107086446497509E-10i
0.3                       -1.5                     -0.6                     -1.782602916447415E-10+6.422228104121426E-11i
