% Model:              Untitled.mph
% Version:            COMSOL 5.5.0.359
% Date:               Oct 7 2022, 19:01
% Dimension:          3
% Nodes:              891
% Expressions:        1
% Description:        Electric potential
% Length unit:        nm
% x                       y                        z                        V (V)
-0.3                      0.15                     0.75                     -3.4678630086288003E-10-1.0631794922552077E-9i
-0.6                      0.15                     -0.45                    2.3021500885978688E-10+5.677087540457823E-10i
-0.75                     0.15                     -0.3                     1.5825670731389077E-10+3.568944367524075E-10i
-0.45                     0.15                     -0.6                     2.9589567040005983E-10+8.041843271020443E-10i
-0.9                      0.15                     -0.15                    8.12016353085757E-11+1.6408135882500356E-10i
-0.3                      0.15                     -0.75                    3.503465194865496E-10+1.0670039540467247E-9i
-0.15                     0.6                      0.45                     -2.2830926097792652E-10-5.625065350878876E-10i
-0.15                     0.75                     0.3                      -1.5678911194055103E-10-3.49681623050255E-10i
-0.15                     0.45                     0.6                      -2.9337447229114497E-10-7.995201770012458E-10i
-0.15                     0.9                      0.15                     -8.100284929328491E-11-1.6111414439601803E-10i
-0.15                     0.3                      0.75                     -3.460031587229789E-10-1.0670036414336932E-9i
-0.15                     0.6                      -0.45                    2.2966289074471214E-10+5.676977452934729E-10i
-0.15                     0.75                     -0.3                     1.5774774764437886E-10+3.5500822734594574E-10i
-0.15                     0.45                     -0.6                     2.9566748962595375E-10+8.034850180720652E-10i
-0.15                     0.9                      -0.15                    8.171136369138842E-11+1.6616650052805838E-10i
-0.15                     0.3                      -0.75                    3.495441917143409E-10+1.0668395031757896E-9i
-1.05                     0.15                     0                        -1.915020613302282E-13+2.180155735948197E-12i
-0.15                     1.05                     0                        -9.862600166123626E-13+1.7152728797477815E-12i
-0.15                     0.15                     0.9                      -3.7663654291555425E-10-1.3667251470300144E-9i
-0.15                     0.15                     -0.9                     3.818262893813757E-10+1.3705012148150409E-9i
0.6                       -0.6                     0                        -9.833439622971655E-13-3.729862608135345E-13i
0.6                       -0.45                    0.15                     -8.121215419619032E-11-2.0225425836428012E-10i
0.6                       -0.45                    -0.15                    7.92832786094379E-11+2.0209402994192286E-10i
0.45                      -0.6                     0.15                     -8.115495997708254E-11-2.008767192895925E-10i
0.45                      -0.6                     -0.15                    7.940592815228267E-11+2.012202746738639E-10i
0.75                      -0.45                    0                        -1.123467980378029E-12+1.7655806407476397E-13i
0.45                      -0.75                    0                        -7.33086133412442E-13-2.2612056185555337E-13i
0.45                      -0.45                    0.3                      -1.5647147755774082E-10-4.002711796588503E-10i
0.45                      -0.45                    -0.3                     1.5457737295469643E-10+3.9953542126729536E-10i
0.6                       -0.3                     0.3                      -1.57108458779674E-10-3.8753956136087397E-10i
0.75                      -0.3                     0.15                     -8.195562374060486E-11-1.8707510133177782E-10i
0.45                      -0.3                     0.45                     -2.2739442822683415E-10-5.965174626260626E-10i
0.6                       -0.3                     -0.3                     1.5523739017383767E-10+3.8745600354207356E-10i
